sum,mse,linear,1,,,0.5147505094402771
sum,r2,linear,1,,,-0.9844385863950571
sum,pcc,linear,1,,,-0.03756336839121951
sum,mse,poly,1,,2,0.36083112775900406
sum,r2,poly,1,,2,-0.5353895294106004
sum,pcc,poly,1,,2,-0.2265454118887477
sum,mse,poly,10,,2,0.4719844152022755
sum,r2,poly,10,,2,-0.9472615549995471
sum,pcc,poly,10,,2,-0.057895025901433986
sum,mse,poly,100,,2,1.3164905505008815
sum,r2,poly,100,,2,-5.459792356843145
sum,pcc,poly,100,,2,-0.0852209626745651
sum,mse,poly,1,,3,0.6956789094781592
sum,r2,poly,1,,3,-2.5106699005374478
sum,pcc,poly,1,,3,-0.19433008725009293
sum,mse,poly,10,,3,0.6763218882680915
sum,r2,poly,10,,3,-2.1235905545824743
sum,pcc,poly,10,,3,-0.09370167005827237
sum,mse,poly,100,,3,3.65992773235149
sum,r2,poly,100,,3,-18.67716532054526
sum,pcc,poly,100,,3,-0.13952058453043062
sum,mse,rbf,1,0.01,,0.30196991167281584
sum,r2,rbf,1,0.01,,-0.14862520347443242
sum,pcc,rbf,1,0.01,,0.07646901164983282
sum,mse,rbf,10,0.01,,0.33665315338720425
sum,r2,rbf,10,0.01,,-0.2675456931218303
sum,pcc,rbf,10,0.01,,0.08774318223829168
sum,mse,rbf,100,0.01,,0.33665315338720425
sum,r2,rbf,100,0.01,,-0.2675456931218303
sum,pcc,rbf,100,0.01,,0.08774318223829168
sum,mse,rbf,1,0.1,,0.27736241193951905
sum,r2,rbf,1,0.1,,-0.0713116746017914
sum,pcc,rbf,1,0.1,,0.17224985798612927
sum,mse,rbf,10,0.1,,0.2775209524505581
sum,r2,rbf,10,0.1,,-0.07231006077211485
sum,pcc,rbf,10,0.1,,0.1619894301124122
sum,mse,rbf,100,0.1,,0.2775209524505581
sum,r2,rbf,100,0.1,,-0.07231006077211485
sum,pcc,rbf,100,0.1,,0.1619894301124122
sum,mse,rbf,1,1,,0.28208855462649873
sum,r2,rbf,1,1,,-0.08364868975607084
sum,pcc,rbf,1,1,,0.12224867154088141
sum,mse,rbf,10,1,,0.28248658452489417
sum,r2,rbf,10,1,,-0.08552575536983975
sum,pcc,rbf,10,1,,0.12341008660208237
sum,mse,rbf,100,1,,0.28248658452489417
sum,r2,rbf,100,1,,-0.08552575536983975
sum,pcc,rbf,100,1,,0.12341008660208237
sum,mse,rbf,1,10,,0.28208855997418614
sum,r2,rbf,1,10,,-0.08364868160546512
sum,pcc,rbf,1,10,,nan
sum,mse,rbf,10,10,,0.28248658965716866
sum,r2,rbf,10,10,,-0.08552574613853539
sum,pcc,rbf,10,10,,nan
sum,mse,rbf,100,10,,0.28248658965716866
sum,r2,rbf,100,10,,-0.08552574613853539
sum,pcc,rbf,100,10,,nan
max,mse,linear,1,,,0.46214050532843
max,r2,linear,1,,,-0.9957641017616649
max,pcc,linear,1,,,-0.21123376320766707
max,mse,poly,1,,2,0.46148038161691185
max,r2,poly,1,,2,-1.057045140872948
max,pcc,poly,1,,2,-0.2346708329093068
max,mse,poly,10,,2,0.4968548445663318
max,r2,poly,10,,2,-1.2692890464147524
max,pcc,poly,10,,2,-0.21788323141655042
max,mse,poly,100,,2,0.4968548445663318
max,r2,poly,100,,2,-1.2692890464147524
max,pcc,poly,100,,2,-0.21788323141655042
max,mse,poly,1,,3,0.530991442573787
max,r2,poly,1,,3,-1.5010275151125312
max,pcc,poly,1,,3,-0.19527805124588998
max,mse,poly,10,,3,0.5312344945209679
max,r2,poly,10,,3,-1.501930658295095
max,pcc,poly,10,,3,-0.19522638588219174
max,mse,poly,100,,3,0.5312344945209679
max,r2,poly,100,,3,-1.501930658295095
max,pcc,poly,100,,3,-0.19522638588219174
max,mse,rbf,1,0.01,,0.2858344608524306
max,r2,rbf,1,0.01,,-0.10231505447189629
max,pcc,rbf,1,0.01,,0.06077339857680353
max,mse,rbf,10,0.01,,0.3108488214505232
max,r2,rbf,10,0.01,,-0.2364692833919478
max,pcc,rbf,10,0.01,,-0.10203797538822953
max,mse,rbf,100,0.01,,0.48471417437341735
max,r2,rbf,100,0.01,,-1.1596913262108377
max,pcc,rbf,100,0.01,,-0.21687466355168755
max,mse,rbf,1,0.1,,0.2982266773145916
max,r2,rbf,1,0.1,,-0.17172518491465
max,pcc,rbf,1,0.1,,-0.09066507639774045
max,mse,rbf,10,0.1,,0.3794333945930502
max,r2,rbf,10,0.1,,-0.6117670286873612
max,pcc,rbf,10,0.1,,-0.16755927393274453
max,mse,rbf,100,0.1,,0.3794333945930502
max,r2,rbf,100,0.1,,-0.6117670286873612
max,pcc,rbf,100,0.1,,-0.16755927393274453
max,mse,rbf,1,1,,0.2924527551694845
max,r2,rbf,1,1,,-0.13285689477331863
max,pcc,rbf,1,1,,-0.1770545948126146
max,mse,rbf,10,1,,0.2921414166924513
max,r2,rbf,10,1,,-0.1308155788915463
max,pcc,rbf,10,1,,-0.15794174549303347
max,mse,rbf,100,1,,0.2921414166924513
max,r2,rbf,100,1,,-0.1308155788915463
max,pcc,rbf,100,1,,-0.15794174549303347
max,mse,rbf,1,10,,0.2820885592281625
max,r2,rbf,1,10,,-0.08364867946430313
max,pcc,rbf,1,10,,0.14478812217635678
max,mse,rbf,10,10,,0.28248658886826017
max,r2,rbf,10,10,,-0.08552574384400091
max,pcc,rbf,10,10,,0.1436355927873043
max,mse,rbf,100,10,,0.28248658886826017
max,r2,rbf,100,10,,-0.08552574384400091
max,pcc,rbf,100,10,,0.1436355927873043
min,mse,linear,1,,,0.4180973633712338
min,r2,linear,1,,,-0.6033683128449054
min,pcc,linear,1,,,-0.13276045034916156
min,mse,poly,1,,2,0.402217848388568
min,r2,poly,1,,2,-0.5518825489125211
min,pcc,poly,1,,2,-0.15607834977881133
min,mse,poly,10,,2,0.4060229403380059
min,r2,poly,10,,2,-0.5631647438002687
min,pcc,poly,10,,2,-0.08289834055647557
min,mse,poly,100,,2,0.4060229403380059
min,r2,poly,100,,2,-0.5631647438002687
min,pcc,poly,100,,2,-0.08289834055647557
min,mse,poly,1,,3,0.4060905799390202
min,r2,poly,1,,3,-0.5796889639516319
min,pcc,poly,1,,3,-0.05018385472027983
min,mse,poly,10,,3,0.40589381789370005
min,r2,poly,10,,3,-0.5787221499651473
min,pcc,poly,10,,3,-0.04861153283273047
min,mse,poly,100,,3,0.40589381789370005
