sum,mse,linear,1,,,2.1217436066586446
sum,r2,linear,1,,,-3.108201857192351
sum,pcc,linear,1,,,-0.29629793939141763
sum,mse,poly,1,,2,0.7580259318890582
sum,r2,poly,1,,2,-0.2809381836110161
sum,pcc,poly,1,,2,-0.08353545942252638
sum,mse,poly,10,,2,1.3946674199903064
sum,r2,poly,10,,2,-1.5979736993427829
sum,pcc,poly,10,,2,-0.09015394722841182
sum,mse,poly,100,,2,9.134267361068213
sum,r2,poly,100,,2,-16.233998770038358
sum,pcc,poly,100,,2,-0.25251662189003116
sum,mse,poly,1,,3,1.4371518995699684
sum,r2,poly,1,,3,-1.5497258417993467
sum,pcc,poly,1,,3,-0.07640196059670476
sum,mse,poly,10,,3,4.14224850041969
sum,r2,poly,10,,3,-7.077302583571881
sum,pcc,poly,10,,3,-0.034201725033498276
sum,mse,poly,100,,3,36.37139340409244
sum,r2,poly,100,,3,-66.9395863177829
sum,pcc,poly,100,,3,-0.13172792755012644
sum,mse,rbf,1,0.01,,0.7226954838614633
sum,r2,rbf,1,0.01,,-0.2120315559683245
sum,pcc,rbf,1,0.01,,-0.0014381466892315342
sum,mse,rbf,10,0.01,,0.9931426905304758
sum,r2,rbf,10,0.01,,-0.7042174908560506
sum,pcc,rbf,10,0.01,,-0.20986814207703008
sum,mse,rbf,100,0.01,,1.0617384924557314
sum,r2,rbf,100,0.01,,-0.8141987424694903
sum,pcc,rbf,100,0.01,,-0.3107064927284472
sum,mse,rbf,1,0.1,,0.6793298943498586
sum,r2,rbf,1,0.1,,-0.10116463067934785
sum,pcc,rbf,1,0.1,,0.12389160737658642
sum,mse,rbf,10,0.1,,0.6952509192174989
sum,r2,rbf,10,0.1,,-0.12861224347073147
sum,pcc,rbf,10,0.1,,0.06092643677932119
sum,mse,rbf,100,0.1,,0.6952509192174989
sum,r2,rbf,100,0.1,,-0.12861224347073147
sum,pcc,rbf,100,0.1,,0.06092643677932119
sum,mse,rbf,1,1,,0.674027482772383
sum,r2,rbf,1,1,,-0.10928815228498703
sum,pcc,rbf,1,1,,-0.1770768299855952
sum,mse,rbf,10,1,,0.6730905932937281
sum,r2,rbf,10,1,,-0.10972705155525245
sum,pcc,rbf,10,1,,-0.1698474877701651
sum,mse,rbf,100,1,,0.6730905932937281
sum,r2,rbf,100,1,,-0.10972705155525245
sum,pcc,rbf,100,1,,-0.1698474877701651
sum,mse,rbf,1,10,,0.6740267023815811
sum,r2,rbf,1,10,,-0.10928660077374386
sum,pcc,rbf,1,10,,nan
sum,mse,rbf,10,10,,0.6730902982959471
sum,r2,rbf,10,10,,-0.10972669011203391
sum,pcc,rbf,10,10,,nan
sum,mse,rbf,100,10,,0.6730902982959471
sum,r2,rbf,100,10,,-0.10972669011203391
sum,pcc,rbf,100,10,,nan
max,mse,linear,1,,,0.8865257847623249
max,r2,linear,1,,,-0.5618201638320783
max,pcc,linear,1,,,-0.0456091688574551
max,mse,poly,1,,2,0.8216894256900467
max,r2,poly,1,,2,-0.4292921552981735
max,pcc,poly,1,,2,-0.018089322500496524
max,mse,poly,10,,2,0.8703886700025917
max,r2,poly,10,,2,-0.527224689119454
max,pcc,poly,10,,2,-0.036980754714931945
max,mse,poly,100,,2,0.8703886700025917
max,r2,poly,100,,2,-0.527224689119454
max,pcc,poly,100,,2,-0.036980754714931945
max,mse,poly,1,,3,0.8726386704216681
max,r2,poly,1,,3,-0.5188363640209779
max,pcc,poly,1,,3,-0.07081460535907706
max,mse,poly,10,,3,0.8714951567796609
max,r2,poly,10,,3,-0.5164025643060002
max,pcc,poly,10,,3,-0.05617682382512259
