sum,mse,linear,1,,,0.5327995269959193
sum,r2,linear,1,,,-1.3112164482889714
sum,pcc,linear,1,,,0.28801142687884007
sum,mse,poly,1,,2,0.36785524023230737
sum,r2,poly,1,,2,-0.25908095417569965
sum,pcc,poly,1,,2,0.18802746836934453
sum,mse,poly,10,,2,1.1640816197240416
sum,r2,poly,10,,2,-5.172124134087266
sum,pcc,poly,10,,2,0.1576798486158955
sum,mse,poly,100,,2,2.944753621496102
sum,r2,poly,100,,2,-16.60469703396354
sum,pcc,poly,100,,2,0.23057814455103998
sum,mse,poly,1,,3,0.4790284221114115
sum,r2,poly,1,,3,-0.6959228090043783
sum,pcc,poly,1,,3,0.1695656551185707
sum,mse,poly,10,,3,4.007631639225511
sum,r2,poly,10,,3,-22.171639867111722
sum,pcc,poly,10,,3,0.06467532936198374
sum,mse,poly,100,,3,28.14068964077204
sum,r2,poly,100,,3,-176.62706954132562
sum,pcc,poly,100,,3,0.11995420425969283
sum,mse,rbf,1,0.01,,0.35456452259691
sum,r2,rbf,1,0.01,,-0.16554752664156633
sum,pcc,rbf,1,0.01,,0.21504497334465303
sum,mse,rbf,10,0.01,,0.3508050951901178
sum,r2,rbf,10,0.01,,-0.18676430077232706
sum,pcc,rbf,10,0.01,,0.2504817058647588
sum,mse,rbf,100,0.01,,0.35065943579544645
sum,r2,rbf,100,0.01,,-0.1863848584382346
sum,pcc,rbf,100,0.01,,0.25079894522517887
sum,mse,rbf,1,0.1,,0.3514624640948384
sum,r2,rbf,1,0.1,,-0.18282471589289856
sum,pcc,rbf,1,0.1,,0.18476108144062078
sum,mse,rbf,10,0.1,,0.35173667411059784
sum,r2,rbf,10,0.1,,-0.20428469788922582
sum,pcc,rbf,10,0.1,,0.17512952042778565
sum,mse,rbf,100,0.1,,0.35173667411059784
sum,r2,rbf,100,0.1,,-0.20428469788922582
sum,pcc,rbf,100,0.1,,0.17512952042778565
sum,mse,rbf,1,1,,0.36205418303188786
sum,r2,rbf,1,1,,-0.22325604109465394
sum,pcc,rbf,1,1,,0.23685379188538397
sum,mse,rbf,10,1,,0.36288689805166974
sum,r2,rbf,10,1,,-0.24471238848580615
sum,pcc,rbf,10,1,,0.21662390044022323
sum,mse,rbf,100,1,,0.36288689805166974
sum,r2,rbf,100,1,,-0.24471238848580615
sum,pcc,rbf,100,1,,0.21662390044022323
sum,mse,rbf,1,10,,0.3620598107604933
sum,r2,rbf,1,10,,-0.22328187445498276
sum,pcc,rbf,1,10,,nan
sum,mse,rbf,10,10,,0.3628921667899737
sum,r2,rbf,10,10,,-0.2447366992691026
sum,pcc,rbf,10,10,,nan
sum,mse,rbf,100,10,,0.3628921667899737
sum,r2,rbf,100,10,,-0.2447366992691026
sum,pcc,rbf,100,10,,nan
max,mse,linear,1,,,0.3720877871292811
max,r2,linear,1,,,-0.28299999796862807
max,pcc,linear,1,,,0.23080659510778756
max,mse,poly,1,,2,0.3740297326286913
max,r2,poly,1,,2,-0.2981396649757216
max,pcc,poly,1,,2,0.19467691625194788
max,mse,poly,10,,2,0.3764592135097894
max,r2,poly,10,,2,-0.3160150428771886
max,pcc,poly,10,,2,0.196356814650891
max,mse,poly,100,,2,0.3764592135097894
max,r2,poly,100,,2,-0.3160150428771886
max,pcc,poly,100,,2,0.196356814650891
max,mse,poly,1,,3,0.37787889898048366
max,r2,poly,1,,3,-0.34372896949829634
max,pcc,poly,1,,3,0.21122594099348868
max,mse,poly,10,,3,0.3770632412670218
max,r2,poly,10,,3,-0.341108748396719
max,pcc,poly,10,,3,0.21246856236316702
max,mse,poly,100,,3,0.3770632412670218
max,r2,poly,100,,3,-0.341108748396719
max,pcc,poly,100,,3,0.21246856236316702
max,mse,rbf,1,0.01,,0.361671881122286
max,r2,rbf,1,0.01,,-0.1540768702616911
max,pcc,rbf,1,0.01,,0.15390784040608557
